Enrollment,Trial Duration (days),Number of Sites,has_collaborator,blinding_level,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count,Study Status_COMPLETED,Study Status_TERMINATED,Study Results_NO,Study Results_YES,Sex_ALL,Sex_FEMALE,Sex_MALE,Sex_UNKNOWN,Age_ADULT,"Age_ADULT, OLDER_ADULT",Age_CHILD,"Age_CHILD, ADULT","Age_CHILD, ADULT, OLDER_ADULT",Age_OLDER_ADULT,Phases_EARLY_PHASE1,Phases_NOT_REPORTED,Phases_PHASE1,Phases_PHASE2,Phases_PHASE3,Phases_PHASE4,Intervention Type_BEHAVIORAL,Intervention Type_BIOLOGICAL,Intervention Type_COMBINATION_PRODUCT,Intervention Type_DEVICE,Intervention Type_DIAGNOSTIC_TEST,Intervention Type_DIETARY_SUPPLEMENT,Intervention Type_DRUG,Intervention Type_GENETIC,Intervention Type_OTHER,Intervention Type_PROCEDURE,Intervention Type_RADIATION,Allocation_NON_RANDOMIZED,Allocation_RANDOMIZED,Allocation_UNKNOWN,Primary Purpose_BASIC_SCIENCE,Primary Purpose_DEVICE_FEASIBILITY,Primary Purpose_DIAGNOSTIC,Primary Purpose_ECT,Primary Purpose_HEALTH_SERVICES_RESEARCH,Primary Purpose_OTHER,Primary Purpose_PREVENTION,Primary Purpose_SCREENING,Primary Purpose_SUPPORTIVE_CARE,Primary Purpose_TREATMENT,Primary Purpose_UNKNOWN,therapeutic_area_CARDIOVASCULAR,therapeutic_area_IMMUNOLOGY,therapeutic_area_INFECTIOUS DISEASE,therapeutic_area_METABOLIC,therapeutic_area_NEUROLOGY,therapeutic_area_ONCOLOGY,therapeutic_area_OTHER,therapeutic_area_PSYCHIATRY,therapeutic_area_RESPIRATORY,sponsor_type_ACADEMIC_GOVT,sponsor_type_INDUSTRY
-0.20022345,-0.50003135,0.47306317,-0.002566988,-0.055367094,-0.0049506226,-0.01679537,-0.03528174,0.0143312765,-0.021285946,-0.017000426,0.03501705,-0.016901435,0.105787724,0.0075290897,-0.011382233,-0.0012252543,0.0020434621,0.35286143,0.05236786,0.0059617884,-0.00031514606,0.0013806275,-0.001055461,3.7756487e-05,0.0,-0.00083478866,-4.2621807e-05,-2.8266475e-06,-0.0009148919,-0.00017835571,9.114232e-06,0.00073709537,0.023555769,-0.0072659054,0.16822821,-0.0242864,0.016727384,0.0026071894,-0.032759544,-0.00033491486,-0.0018988017,0.0032250567,0.0036846953,0.022431774,-0.00082381204,0.0021152708,0.015015149,0.00039581893,0.01964876,-0.11878188,-0.009213117,0.00020508582,-4.4380067e-06,0.0008733263,0.0,-0.00012485459,-6.520143e-06,-0.0013664766,0.00024670686,-7.1641356e-05,0.0017150427,-0.0002792655,-3.9260813e-05,-9.691995e-05,-0.0002162522,-0.00035672044,0.0004616431,0.0007050558,0.0026637749,-0.00017757795,6.026403e-06,0.0051275715,0.00050168287
-0.63221705,0.06071879,-0.31251067,-0.005123283,-0.0682453,-0.032619204,-0.34903526,-0.0056540426,-0.0038290403,-0.011724267,-0.038357876,0.0076308297,0.002073479,-0.3102189,-0.011567913,-0.11655965,-0.0034524102,0.010240671,-0.11103339,-0.012003242,-0.00079184846,-0.00013363722,0.0045816745,-0.00025331657,0.0033210984,0.0,-0.00068724115,-0.0018128055,-1.0540435e-05,9.036312e-05,0.026922228,8.157735e-06,0.0011166522,0.015163192,0.011399622,-0.14786093,-0.023805434,0.016486665,0.006837425,-0.02346516,-1.3103796e-05,-0.0026006661,0.0023175527,0.0044336263,0.024734467,-0.0009199695,0.0045261886,0.010480763,7.93583e-05,0.046392538,-0.10453488,-0.0018818768,0.00015061343,-4.338818e-06,0.00055869657,0.0,-0.00068004505,-0.00057502236,0.0002372455,0.0003488938,-1.2560144e-05,0.0021585268,-8.831885e-05,-3.56909e-05,-0.00021073615,-0.00020531435,-0.00041236822,0.0008012256,0.004012907,0.0009547417,8.920879e-06,-0.00016735775,-0.0072483704,-5.833123e-05
-0.43572006,0.006024874,0.31868273,0.0049527306,-0.035582438,0.04673108,0.36233875,-0.0003365609,-0.008465679,0.00049288763,-0.050350234,-0.04026686,-0.027282188,0.63319415,-0.00543091,0.04037834,0.0075167045,-0.03414023,0.31148407,0.051333126,0.003756628,-0.00056081626,0.00096844387,-0.0005490881,0.00032535265,0.0,-0.0007987443,0.00029179064,-1.903232e-05,-0.0003350709,-0.00016059064,2.099533e-05,0.0006539019,0.01871465,-0.0062280335,-0.060840253,0.20776848,0.012194673,-0.00076801603,-0.025586165,-0.00029551063,-0.00288983,0.0020735278,0.0050714766,0.014424149,-0.0005108156,0.0044334936,0.014027495,0.0006175161,0.037982326,0.22805461,0.0010807985,0.00018422306,-4.4329404e-06,0.0007243701,0.0,0.0031534284,0.00016594384,-0.0004868077,7.020676e-05,8.620908e-05,-0.00410708,-0.00011873071,-0.00011830805,-0.00014669499,0.0005395485,-0.0005503124,0.0014635583,-0.00015557617,0.0010154138,8.920879e-06,-0.00022799267,0.0034547346,-0.00019303543
-0.11720395,-0.23476389,-0.35829923,-0.02088914,-0.0777707,-0.061947003,-0.4528806,0.09886933,-0.0031937787,-0.027163975,-0.04784078,-0.012190475,-0.008980006,-0.23331682,-0.005522691,-0.0068534547,-0.0015724481,-0.027649889,-0.1009425,-0.01319331,-0.0019620578,-0.00012328225,-0.0036598966,0.0034605835,-0.005047954,0.0,-0.0011748383,0.000631665,-6.5900244e-06,-0.003313011,-0.0024291605,9.706035e-06,0.00063714926,0.011389977,-0.016802272,-0.1289287,-0.021271886,-0.97925246,0.0066555967,-0.027047597,-7.183102e-05,0.083199315,0.0015344433,0.0047665746,-0.029947497,-0.0009356387,0.0025797163,0.00883845,-0.00052198453,0.028349685,0.13366926,0.0015723838,0.00027311762,-4.338818e-06,-0.0009347741,0.0,-0.00019286056,-0.002325103,1.2494049e-05,-0.00012169766,-0.0021002612,-0.0062725823,0.015473686,-4.2718446e-05,-0.00019324987,-0.00013601665,-0.00044384267,-3.6042748e-05,-0.00059610687,-0.0019248257,7.343631e-06,-0.00045381876,-0.0032190687,-0.000120397264
-0.61614484,-0.4837112,0.06608323,0.00085504586,-0.10636582,-0.027940607,-0.581657,-0.03490359,0.0011567019,-0.023094965,-0.037256625,-0.025533773,0.006923387,-0.2851418,0.008431566,-0.10804448,-0.002441011,-0.034103733,-0.14052585,-0.028677342,0.0022122683,0.00089739426,0.0024369454,-0.000577217,0.0018548876,0.0,-0.00053791853,-9.1413116e-05,-1.5631918e-05,0.00010835364,-0.00033842918,1.8701938e-05,0.0007552501,0.020704182,0.023519155,-0.14540078,-0.022932788,0.012731684,0.00504192,-0.030782217,-5.162783e-05,-0.003791564,0.0025316854,0.001842571,-0.030398695,-0.000801611,0.0032535146,0.0067528174,0.012722098,-0.1555277,-0.11180666,-0.0013811612,0.00027100017,-4.338818e-06,0.011693626,0.0,-0.00023198799,6.4333726e-06,0.0013015256,0.0003405329,-0.0007811198,-0.014396552,-0.0004779902,9.556396e-06,-9.418749e-05,-0.00078263663,-0.00039961454,0.0008951542,0.00058703293,0.0013922824,-3.80362e-05,-8.70777e-05,0.00344843,0.00035878195
0.21786563,0.18870108,-0.41893262,0.004926777,-0.0475609,-0.0063980664,0.12706575,0.013473423,-0.0021472198,-0.00024900204,-0.019979546,-0.0023568415,0.0018380235,0.04813061,0.017181974,0.0028230222,0.0005196556,0.011602078,-0.06263879,-0.008643519,9.69009e-05,-0.0003291953,0.001076184,0.00069818494,0.0012766342,0.0,0.0001270621,0.00069231656,-0.00011126122,-0.0009932136,-0.00023187854,3.8348826e-05,0.0005334625,0.03124118,-0.001803805,0.2260527,-0.023429211,0.017093582,0.0036585922,-0.014573001,-0.00029831968,-0.0003800569,0.0025146494,0.008524155,0.061817784,-0.0005719749,0.003591243,0.022411153,0.00026667726,0.043698978,0.24118511,-0.0029271378,0.00037878694,-1.9623727e-05,-0.016006041,0.0,-0.00018299509,-0.00022667207,-0.00077055424,0.0008056278,0.00014584692,-0.00418319,-0.0001339802,-4.400758e-05,-0.00030915585,7.2543065e-05,-0.00063295494,0.00015555439,0.0018647098,0.0022166364,3.5143553e-06,-0.00052747555,-0.012281253,-0.00011962152
-0.50913787,-0.2958449,-0.21183157,0.003234107,-0.07443065,-0.037424184,-0.47393024,0.0012102334,0.0050972826,0.009490706,0.049250115,-0.009965914,-0.004635143,-0.33771598,-0.0029657823,-0.05144206,-0.0030699908,0.0010736375,0.35204193,0.056802683,-0.00030562986,0.00013884643,0.0012743864,-0.0012314661,0.0014316259,0.0,-0.0014713961,0.0001404236,-1.6671265e-05,-0.00033678787,-0.0008489239,2.5209312e-05,0.0010092042,0.018868506,0.0147184245,-0.15409653,-0.02651886,0.01678856,0.0066016605,-0.019276254,-0.00013866613,-0.0028414025,0.002654798,0.004367198,0.019816037,-0.000494894,0.005004221,0.011122568,0.00056728884,-0.13798773,-0.11961086,0.002889679,0.00040880273,-4.338818e-06,2.115372e-05,0.0,-0.00020222377,-7.194728e-05,0.0001291524,0.00047162763,-0.0011789013,0.0032697385,-0.000385785,-3.00131e-05,-0.000111776404,-0.00029562222,-0.00021579716,0.00080548425,0.002331904,0.00097109267,8.920879e-06,-5.7815694e-05,-0.0032749614,-0.0018556068
0.4567197,0.12364079,0.3349649,-0.0031684402,-0.041150287,0.04922352,0.30754322,-0.0049479255,-0.012529104,0.008997611,0.050119806,0.01417672,-0.029959759,0.44629025,0.016259072,0.023024226,0.00022923743,0.007523904,-0.063457586,-0.009696825,0.0033063265,-9.420175e-05,0.0010929225,1.3184429e-05,0.002354507,0.0,-0.0002256299,-0.001841907,0.00011922813,-0.0021724564,9.500305e-05,6.475957e-05,0.00035188533,0.011617108,-0.0059782695,-0.05465505,0.20149124,0.017044136,0.00058950647,-0.007737721,-0.00016598661,-0.0009992,0.0014325981,0.0025776864,0.014608484,-0.0005219819,0.0023680707,0.010327911,0.00032034624,0.023818227,0.21553157,0.0019062925,0.00026846258,-2.0408525e-05,0.00064437103,0.0,-0.00015395312,-0.0003094365,-0.00079616235,5.2091214e-05,0.001244169,0.0006889838,-0.000104957595,-3.6793983e-05,-0.00028158948,8.610879e-05,-0.00069922383,0.00021186411,-0.0010693248,0.0011913319,4.3583786e-06,-0.00064837316,-0.0028578078,-3.202744e-05
-0.066518076,-0.19339316,-0.33184537,0.011221328,-0.058359604,-0.012896224,0.16327867,-0.008134768,-0.0029068312,0.0084236,-0.02617354,0.011386294,-0.015454301,0.14246729,0.00065104675,0.04678915,0.0011188785,0.009283868,-0.11735945,-0.014459269,-0.003499687,-0.0007500227,3.5917697e-06,-2.5640602e-06,0.00064734154,0.0,-0.00021853462,0.0015222059,-1.564111e-05,-0.00060451945,-0.00025895901,7.528616e-06,0.00071202335,0.02629749,-0.0034646557,0.13949598,-0.03102442,0.012669348,0.00090450887,0.19510351,-0.00033413037,-0.0015555199,0.0023605651,0.004816773,-0.028497664,-0.0005633665,0.0034578322,0.012457406,0.0003699597,0.04391472,-0.146998,-0.0035297791,0.00056614116,-4.4380067e-06,0.00045725747,0.0,-0.00022034525,-0.00047694895,-0.00056604994,0.0006961946,0.0007963982,0.0013994217,-7.821682e-05,-4.8376103e-05,-0.00010641001,-0.0005817747,-0.0005220513,0.0008016924,0.0027482715,0.0020841327,4.3583786e-06,-0.0005656666,0.005292368,-0.0005431711
-0.48915315,-0.027876109,-0.39965525,-0.007382122,-0.03692529,-0.012757638,0.029890677,-0.025946964,-0.0015115135,0.026871411,0.03738814,-0.024326056,-0.005758932,0.06981314,-0.07016556,0.009662885,0.000688448,-0.003153165,0.29650253,0.042471465,-0.015502108,-0.00018327069,0.001900699,-0.0007064582,0.0015053904,0.0,-0.0010447484,0.0015598746,-1.1585719e-05,1.6494349e-05,-0.0002354016,2.6011623e-05,0.00068816636,0.026929224,-0.0022080967,0.19300571,-0.025721775,0.012598308,0.001304467,-0.037683755,-0.00030436856,-0.0011091478,0.0025653369,0.006407026,0.024809787,-0.0008905801,0.003294471,0.015116544,0.0013192615,-0.17160647,-0.12364771,-0.0004121717,0.0003353093,-4.338818e-06,0.0013517179,0.0,-0.0001114541,-0.00055126264,-0.00057003205,0.00031001598,-0.0010695141,0.001675213,-6.933418e-05,-3.511347e-05,-0.00016142584,-4.204064e-05,-0.00022919086,0.0014017151,0.0022521752,-0.000885171,3.5143553e-06,-0.00021022487,-0.008607599,-0.0018536446
